InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
6,18,4,3.5956851837592604e-08,2390.625
6,17,1,1.08341695660371e-09,2418.75
6,17,2,1.077601176923229e-09,2418.75
6,18,3,2.6931454555363287e-09,2418.75
6,18,4,3.634201278177814e-08,2418.75
6,17,1,1.1449701420200175e-09,2446.875
6,17,2,1.143151556439079e-09,2446.875
6,18,3,2.644981370729531e-09,2446.875
6,18,4,3.668377097233103e-08,2446.875
6,17,1,1.1055699336533363e-09,2475.0
6,17,2,1.1016360542945961e-09,2475.0
6,18,3,2.631283352195485e-09,2475.0
6,18,4,3.664332958572712e-08,2475.0
6,17,1,1.1806107474206707e-09,2503.125
6,17,2,1.1765479916101267e-09,2503.125
6,18,3,2.6680225013831097e-09,2503.125
6,18,4,3.7203792512465885e-08,2503.125
6,17,1,1.176127369387281e-09,2531.25
6,17,2,1.1736612436973497e-09,2531.25
6,18,3,2.6489098149808386e-09,2531.25
6,18,4,3.780367490855287e-08,2531.25
6,17,1,1.1363064843916725e-09,2559.375
6,17,2,1.1339117230863598e-09,2559.375
6,18,3,2.615703866642367e-09,2559.375
6,18,4,3.830167550599903e-08,2559.375
6,17,1,1.1566306987740267e-09,2587.5
6,17,2,1.1556199496195794e-09,2587.5
6,18,3,2.6855265017347004e-09,2587.5
6,18,4,3.8824360687423624e-08,2587.5
6,17,1,1.1230178064880946e-09,2615.625
6,17,2,1.121221048510127e-09,2615.625
6,18,3,2.6639577595678497e-09,2615.625
6,18,4,3.8663603652291997e-08,2615.625
6,17,1,1.0870701454851844e-09,2643.75
6,17,2,1.0886706824488559e-09,2643.75
6,18,3,2.640973129705566e-09,2643.75
6,18,4,3.8695565230470685e-08,2643.75
6,17,1,1.1916948528172346e-09,2671.875
6,17,2,1.1891658887019268e-09,2671.875
6,18,3,2.626739331291615e-09,2671.875
6,18,4,3.892595282694015e-08,2671.875
5,17,1,1.1517710173906652e-09,2700.0
5,17,2,1.1482458713672035e-09,2700.0
6,18,3,2.6109739644249894e-09,2700.0
6,18,4,3.922449766780439e-08,2700.0
6,17,1,1.05391873992157e-09,2728.125
6,17,2,1.025065605756937e-09,2728.125
6,18,3,2.627091269505973e-09,2728.125
6,18,4,4.015616448204551e-08,2728.125
6,17,1,1.1676699741262638e-09,2756.25
6,17,2,1.1651252364535022e-09,2756.25
6,18,3,2.602104423634368e-09,2756.25
6,18,4,4.0873045596448814e-08,2756.25
6,17,1,1.114803855446867e-09,2784.375
6,17,2,1.1133751852593345e-09,2784.375
6,18,3,2.610512602500822e-09,2784.375
6,18,4,4.1167073614764146e-08,2784.375
6,17,1,1.1277313390736805e-09,2812.5
6,17,2,1.1247721392112112e-09,2812.5
6,18,3,2.629634649561393e-09,2812.5
6,18,4,4.0970351590527235e-08,2812.5
